step_time,reward,total_stopped,total_wait_time
52515.0,33.0,10,491.0
52520.0,76.0,16,435.0
52525.0,56.0,27,485.0
52530.0,-50.0,16,470.0
52535.0,15.0,17,506.0
52540.0,-36.0,20,479.0
52545.0,27.0,26,542.0
52550.0,-63.0,32,690.0
52555.0,-148.0,34,767.0
52560.0,-77.0,32,849.0
52565.0,-82.0,27,877.0
52570.0,-28.0,22,863.0
52575.0,14.0,18,788.0
52580.0,75.0,17,834.0
52585.0,-46.0,24,808.0
52590.0,26.0,22,729.0
52595.0,79.0,30,733.0
52600.0,-4.0,27,812.0
52605.0,-79.0,21,822.0
52610.0,-10.0,9,673.0
52615.0,149.0,15,659.0
52620.0,14.0,21,716.0
52625.0,-57.0,27,783.0
52630.0,-67.0,20,731.0
52635.0,52.0,19,783.0
52640.0,-52.0,25,738.0
52645.0,45.0,34,661.0
52650.0,77.0,32,724.0
52655.0,-63.0,27,715.0
52660.0,9.0,20,771.0
52665.0,-56.0,18,814.0
52670.0,-43.0,29,933.0
52675.0,-119.0,32,988.0
52680.0,-55.0,26,969.0
52685.0,19.0,19,907.0
52690.0,62.0,15,763.0
52695.0,144.0,21,668.0
52700.0,95.0,24,694.0
52705.0,-26.0,40,790.0
52710.0,-96.0,33,848.0
52715.0,-58.0,26,736.0
52720.0,112.0,21,838.0
52725.0,-102.0,18,872.0
52730.0,-34.0,16,863.0
52735.0,9.0,28,870.0
52740.0,-7.0,24,789.0
52745.0,81.0,22,688.0
52750.0,101.0,14,683.0
52755.0,5.0,12,606.0
52760.0,77.0,21,618.0
52765.0,-12.0,29,665.0
52770.0,-47.0,29,717.0
52775.0,-52.0,24,659.0
52780.0,58.0,17,555.0
52785.0,104.0,14,507.0
52790.0,48.0,14,470.0
52795.0,37.0,22,488.0
52800.0,-18.0,17,502.0
52805.0,-14.0,21,484.0
52810.0,18.0,20,507.0
52815.0,-23.0,23,495.0
52820.0,12.0,24,544.0
52825.0,-49.0,24,599.0
52830.0,-55.0,19,564.0
52835.0,35.0,16,547.0
52840.0,17.0,13,467.0
52845.0,80.0,17,507.0
52850.0,-40.0,18,547.0
52855.0,-40.0,22,629.0
52860.0,-82.0,17,573.0
52865.0,56.0,16,554.0
52870.0,19.0,19,500.0
52875.0,54.0,20,538.0
52880.0,-38.0,17,492.0
52885.0,46.0,24,371.0
52890.0,121.0,15,396.0
52895.0,-25.0,11,350.0
52900.0,46.0,13,342.0
52905.0,8.0,17,411.0
52910.0,-69.0,11,422.0
52915.0,-11.0,14,425.0
52920.0,-3.0,14,438.0
52925.0,-13.0,12,319.0
52930.0,119.0,15,375.0
52935.0,-56.0,14,326.0
52940.0,49.0,17,331.0
52945.0,-5.0,22,328.0
52950.0,3.0,17,355.0
52955.0,-27.0,11,290.0
52960.0,65.0,13,289.0
52965.0,1.0,14,350.0
52970.0,-61.0,8,340.0
52975.0,10.0,16,310.0
52980.0,30.0,14,364.0
52985.0,-54.0,17,444.0
52990.0,-80.0,20,533.0
52995.0,-89.0,14,457.0
53000.0,76.0,16,440.0
53005.0,17.0,22,424.0
53010.0,16.0,22,508.0
53015.0,-84.0,24,623.0
53020.0,-115.0,20,648.0
53025.0,-25.0,14,579.0
53030.0,69.0,9,434.0
53035.0,145.0,16,443.0
53040.0,-9.0,20,426.0
53045.0,17.0,25,521.0
53050.0,-95.0,26,566.0
53055.0,-45.0,19,519.0
53060.0,47.0,15,451.0
53065.0,68.0,22,461.0
53070.0,-10.0,18,494.0
53075.0,-33.0,18,571.0
53080.0,-77.0,16,532.0
53085.0,39.0,16,493.0
53090.0,39.0,13,550.0
53095.0,-57.0,21,626.0
53100.0,-76.0,21,730.0
53105.0,-104.0,19,725.0
53110.0,5.0,17,677.0
53115.0,48.0,12,530.0
53120.0,147.0,16,447.0
53125.0,83.0,22,509.0
53130.0,-62.0,14,440.0
53135.0,69.0,15,385.0
53140.0,55.0,15,403.0
53145.0,-18.0,11,370.0
53150.0,33.0,10,283.0
53155.0,87.0,18,313.0
53160.0,-30.0,15,350.0
53165.0,-37.0,12,298.0
53170.0,52.0,15,318.0
53175.0,-20.0,19,367.0
53180.0,-49.0,22,470.0
53185.0,-103.0,23,461.0
53190.0,9.0,20,508.0
53195.0,-47.0,14,506.0
53200.0,2.0,13,464.0
53205.0,42.0,11,389.0
53210.0,75.0,17,421.0
53215.0,-32.0,20,405.0
53220.0,16.0,19,454.0
53225.0,-49.0,14,448.0
53230.0,6.0,20,406.0
53235.0,42.0,27,441.0
53240.0,-35.0,24,509.0
53245.0,-68.0,30,547.0
53250.0,-38.0,19,522.0
53255.0,25.0,14,451.0
53260.0,71.0,20,528.0
53265.0,-77.0,19,549.0
53270.0,-21.0,21,537.0
53275.0,12.0,27,607.0
53280.0,-70.0,21,653.0
53285.0,-46.0,12,607.0
53290.0,46.0,10,547.0
53295.0,60.0,12,528.0
53300.0,19.0,11,419.0
53305.0,109.0,15,446.0
53310.0,-27.0,18,493.0
53315.0,-47.0,25,604.0
53320.0,-111.0,28,737.0
53325.0,-133.0,24,834.0
53330.0,-97.0,16,844.0
53335.0,-10.0,26,834.0
53340.0,10.0,28,950.0
53345.0,-116.0,27,870.0
53350.0,80.0,24,593.0
53355.0,277.0,21,585.0
53360.0,8.0,19,534.0
53365.0,51.0,16,422.0
53370.0,112.0,16,394.0
53375.0,28.0,17,469.0
53380.0,-75.0,19,467.0
53385.0,2.0,20,465.0
53390.0,2.0,18,404.0
53395.0,61.0,18,399.0
53400.0,5.0,13,374.0
53405.0,25.0,10,301.0
53410.0,73.0,17,301.0
53415.0,0.0,18,322.0
53420.0,-21.0,19,299.0
53425.0,23.0,27,331.0
53430.0,-32.0,11,266.0
53435.0,65.0,8,219.0
53440.0,47.0,7,209.0
53445.0,10.0,13,246.0
53450.0,-37.0,13,281.0
53455.0,-35.0,12,280.0
53460.0,1.0,10,302.0
53465.0,-22.0,11,351.0
53470.0,-49.0,8,297.0
53475.0,54.0,10,285.0
53480.0,12.0,12,340.0
53485.0,-55.0,19,407.0
53490.0,-67.0,14,414.0
53495.0,-7.0,12,295.0
53500.0,119.0,20,375.0
53505.0,-80.0,19,359.0
53510.0,16.0,20,401.0
53515.0,-42.0,17,389.0
53520.0,12.0,16,394.0
53525.0,-5.0,21,432.0
53530.0,-38.0,14,433.0
53535.0,-1.0,17,396.0
53540.0,37.0,22,455.0
53545.0,-59.0,31,581.0
53550.0,-126.0,28,621.0
53555.0,-40.0,20,569.0
53560.0,52.0,12,478.0
53565.0,91.0,13,436.0
53570.0,42.0,11,393.0
53575.0,43.0,19,348.0
53580.0,45.0,20,368.0
53585.0,-20.0,23,423.0
53590.0,-55.0,23,465.0
53595.0,-42.0,26,518.0
53600.0,-53.0,29,640.0
53605.0,-122.0,33,686.0
53610.0,-46.0,21,636.0
53615.0,50.0,15,655.0
53620.0,-19.0,18,646.0
53625.0,9.0,23,621.0
53630.0,25.0,26,650.0
53635.0,-29.0,25,601.0
53640.0,49.0,18,479.0
53645.0,122.0,17,453.0
53650.0,26.0,16,469.0
53655.0,-16.0,16,466.0
53660.0,3.0,22,445.0
53665.0,21.0,25,415.0
53670.0,30.0,24,508.0
53675.0,-93.0,28,639.0
53680.0,-131.0,25,705.0
53685.0,-66.0,19,675.0
53690.0,30.0,13,589.0
53695.0,86.0,16,579.0
53700.0,10.0,16,514.0
53705.0,65.0,19,536.0
53710.0,-22.0,21,620.0
53715.0,-84.0,17,650.0
53720.0,-30.0,13,591.0
53725.0,59.0,17,575.0
53730.0,16.0,27,675.0
53735.0,-100.0,32,744.0
53740.0,-69.0,28,719.0
53745.0,25.0,24,739.0
53750.0,-20.0,21,778.0
53755.0,-39.0,19,709.0
53760.0,69.0,14,666.0
53765.0,43.0,22,553.0
53770.0,113.0,28,587.0
53775.0,-34.0,25,670.0
53780.0,-83.0,20,683.0
53785.0,-13.0,17,559.0
53790.0,124.0,14,593.0
53795.0,-34.0,19,547.0
53800.0,46.0,24,477.0
53805.0,70.0,29,536.0
53810.0,-59.0,25,601.0
53815.0,-65.0,21,574.0
53820.0,27.0,11,505.0
53825.0,69.0,17,542.0
53830.0,-37.0,19,559.0
53835.0,-17.0,19,570.0
53840.0,-11.0,22,533.0
53845.0,37.0,20,485.0
53850.0,48.0,16,458.0
53855.0,27.0,12,419.0
53860.0,39.0,14,341.0
53865.0,78.0,20,354.0
53870.0,-13.0,24,465.0
53875.0,-111.0,29,518.0
53880.0,-53.0,22,567.0
53885.0,-49.0,16,539.0
53890.0,28.0,13,554.0
53895.0,-15.0,13,478.0
53900.0,76.0,18,418.0
53905.0,60.0,24,425.0
53910.0,-7.0,17,358.0
53915.0,67.0,12,307.0
53920.0,51.0,13,300.0
53925.0,7.0,10,272.0
53930.0,28.0,13,273.0
53935.0,-1.0,21,286.0
53940.0,-13.0,16,327.0
53945.0,-41.0,16,378.0
53950.0,-51.0,16,387.0
53955.0,-9.0,21,401.0
53960.0,-14.0,21,436.0
53965.0,-35.0,26,417.0
53970.0,19.0,12,457.0
53975.0,-40.0,16,494.0
53980.0,-37.0,20,544.0
53985.0,-50.0,25,594.0
53990.0,-50.0,19,557.0
53995.0,37.0,16,572.0
54000.0,-15.0,17,641.0
54005.0,-69.0,20,672.0
54010.0,-31.0,15,657.0
54015.0,15.0,9,498.0
54020.0,159.0,15,491.0
54025.0,7.0,24,490.0
54030.0,1.0,26,598.0
54035.0,-108.0,24,562.0
54040.0,36.0,24,600.0
54045.0,-38.0,17,559.0
54050.0,41.0,11,461.0
54055.0,98.0,13,386.0
54060.0,75.0,13,400.0
54065.0,-14.0,15,385.0
54070.0,15.0,16,383.0
54075.0,2.0,15,405.0
54080.0,-22.0,19,478.0
54085.0,-73.0,21,552.0
54090.0,-74.0,19,526.0
54095.0,26.0,18,441.0
54100.0,85.0,19,405.0
54105.0,36.0,26,451.0
54110.0,-46.0,28,541.0
54115.0,-90.0,28,630.0
54120.0,-89.0,17,638.0
54125.0,-8.0,15,572.0
54130.0,66.0,22,609.0
54135.0,-37.0,27,718.0
54140.0,-109.0,33,867.0
54145.0,-149.0,36,880.0
54150.0,-13.0,24,754.0
54155.0,126.0,21,769.0
54160.0,-15.0,17,686.0
54165.0,83.0,20,578.0
54170.0,108.0,16,564.0
54175.0,14.0,19,571.0
54180.0,-7.0,21,637.0
54185.0,-66.0,24,626.0
54190.0,11.0,18,522.0
54195.0,104.0,21,456.0
54200.0,66.0,23,509.0
54205.0,-53.0,29,603.0
54210.0,-94.0,26,714.0
54215.0,-111.0,23,730.0
54220.0,-16.0,16,633.0
54225.0,97.0,13,458.0
54230.0,175.0,9,387.0
54235.0,71.0,12,338.0
54240.0,49.0,12,358.0
54245.0,-20.0,15,411.0
54250.0,-53.0,16,443.0
54255.0,-32.0,20,493.0
54260.0,-50.0,20,534.0
54265.0,-41.0,16,502.0
54270.0,32.0,14,472.0
54275.0,30.0,9,352.0
54280.0,120.0,14,388.0
54285.0,-36.0,15,348.0
54290.0,40.0,20,387.0
54295.0,-39.0,17,395.0
54300.0,-8.0,14,466.0
54305.0,-71.0,24,561.0
54310.0,-95.0,23,597.0
54315.0,-36.0,22,559.0
54320.0,38.0,30,600.0
54325.0,-41.0,35,659.0
54330.0,-59.0,21,639.0
54335.0,20.0,14,623.0
54340.0,16.0,13,535.0
54345.0,88.0,17,518.0
54350.0,17.0,16,438.0
54355.0,80.0,17,402.0
54360.0,36.0,12,383.0
54365.0,19.0,16,382.0
54370.0,1.0,18,386.0
54375.0,-4.0,22,435.0
54380.0,-49.0,20,410.0
54385.0,25.0,18,412.0
54390.0,-2.0,16,435.0
54395.0,-23.0,19,460.0
54400.0,-25.0,19,474.0
54405.0,-14.0,14,413.0
54410.0,61.0,18,417.0
54415.0,-4.0,29,455.0
54420.0,-38.0,29,546.0
54425.0,-91.0,33,642.0
54430.0,-96.0,24,762.0
54435.0,-120.0,26,886.0
54440.0,-124.0,24,914.0
54445.0,-28.0,29,859.0
54450.0,55.0,30,883.0
54455.0,-24.0,30,867.0
54460.0,16.0,23,819.0
54465.0,48.0,19,776.0
54470.0,43.0,15,805.0
54475.0,-29.0,25,900.0
54480.0,-95.0,23,963.0
54485.0,-63.0,18,964.0
54490.0,-1.0,19,909.0
54495.0,55.0,26,932.0
54500.0,-23.0,28,988.0
54505.0,-56.0,30,936.0
54510.0,52.0,17,885.0
54515.0,51.0,11,687.0
54520.0,198.0,14,696.0
54525.0,-9.0,25,757.0
54530.0,-61.0,21,747.0
54535.0,10.0,16,750.0
54540.0,-3.0,19,782.0
54545.0,-32.0,25,651.0
54550.0,131.0,27,737.0
54555.0,-86.0,20,671.0
54560.0,66.0,20,684.0
54565.0,-13.0,29,684.0
54570.0,0.0,28,687.0
54575.0,-3.0,36,776.0
54580.0,-89.0,30,850.0
54585.0,-74.0,26,902.0
54590.0,-52.0,16,821.0
54595.0,81.0,20,770.0
54600.0,51.0,19,807.0
54605.0,-37.0,22,811.0
54610.0,-4.0,22,812.0
54615.0,-1.0,22,830.0
54620.0,-18.0,25,821.0
54625.0,9.0,23,888.0
54630.0,-67.0,24,924.0
54635.0,-36.0,25,996.0
54640.0,-72.0,23,970.0
54645.0,26.0,25,943.0
54650.0,27.0,27,817.0
54655.0,126.0,27,755.0
54660.0,62.0,27,838.0
54665.0,-83.0,30,899.0
54670.0,-61.0,22,882.0
54675.0,17.0,28,890.0
54680.0,-8.0,25,932.0
54685.0,-42.0,42,1031.0
54690.0,-99.0,31,1086.0
54695.0,-55.0,28,1106.0
54700.0,-20.0,28,1185.0
54705.0,-79.0,31,1191.0
54710.0,-6.0,24,1278.0
54715.0,-87.0,23,1255.0
54720.0,23.0,21,1158.0
54725.0,97.0,24,1212.0
54730.0,-54.0,31,1274.0
54735.0,-62.0,34,1346.0
54740.0,-72.0,35,1311.0
54745.0,35.0,37,1314.0
54750.0,-3.0,34,1464.0
54755.0,-150.0,36,1473.0
54760.0,-9.0,36,1489.0
54765.0,-16.0,34,1589.0
54770.0,-100.0,24,1575.0
54775.0,14.0,24,1516.0
54780.0,59.0,24,1479.0
54785.0,37.0,30,1525.0
54790.0,-46.0,29,1541.0
54795.0,-16.0,30,1488.0
54800.0,53.0,31,1481.0
54805.0,7.0,36,1510.0
54810.0,-29.0,39,1468.0
54815.0,42.0,38,1387.0
54820.0,81.0,34,1413.0
54825.0,-26.0,31,1383.0
54830.0,30.0,32,1442.0
54835.0,-59.0,31,1331.0
54840.0,111.0,22,1367.0
54845.0,-36.0,29,1362.0
54850.0,5.0,32,1331.0
54855.0,31.0,31,1258.0
54860.0,73.0,28,1331.0
54865.0,-73.0,33,1326.0
54870.0,5.0,28,1317.0
54875.0,9.0,23,1248.0
54880.0,69.0,32,1198.0
54885.0,50.0,34,1326.0
54890.0,-128.0,27,1411.0
54895.0,-85.0,29,1299.0
54900.0,112.0,24,1023.0
54905.0,276.0,26,924.0
54910.0,99.0,24,831.0
54915.0,93.0,28,796.0
54920.0,35.0,30,753.0
54925.0,43.0,33,699.0
54930.0,54.0,28,698.0
54935.0,1.0,23,674.0
54940.0,24.0,19,586.0
54945.0,88.0,17,566.0
54950.0,20.0,18,558.0
54955.0,8.0,21,585.0
54960.0,-27.0,19,578.0
54965.0,7.0,17,541.0
54970.0,37.0,23,606.0
54975.0,-65.0,21,654.0
54980.0,-48.0,15,615.0
54985.0,39.0,19,601.0
54990.0,14.0,21,675.0
54995.0,-74.0,23,752.0
55000.0,-77.0,32,893.0
55005.0,-141.0,29,913.0
55010.0,-20.0,23,827.0
55015.0,86.0,23,744.0
55020.0,83.0,23,788.0
55025.0,-44.0,24,790.0
55030.0,-2.0,23,770.0
55035.0,20.0,20,742.0
55040.0,28.0,20,736.0
55045.0,6.0,28,670.0
55050.0,66.0,25,641.0
55055.0,29.0,22,615.0
55060.0,26.0,21,551.0
55065.0,64.0,27,609.0
55070.0,-58.0,25,640.0
55075.0,-31.0,20,576.0
55080.0,64.0,13,455.0
55085.0,121.0,16,429.0
55090.0,26.0,16,460.0
55095.0,-31.0,15,400.0
55100.0,60.0,20,444.0
55105.0,-44.0,25,525.0
55110.0,-81.0,19,513.0
55115.0,12.0,14,362.0
55120.0,151.0,17,347.0
55125.0,15.0,18,427.0
55130.0,-80.0,13,441.0
55135.0,-14.0,17,389.0
55140.0,52.0,11,342.0
55145.0,47.0,13,365.0
55150.0,-23.0,11,394.0
55155.0,-29.0,15,455.0
55160.0,-61.0,17,537.0
55165.0,-82.0,23,630.0
55170.0,-93.0,19,523.0
55175.0,107.0,16,563.0
55180.0,-40.0,14,567.0
55185.0,-4.0,14,509.0
55190.0,58.0,14,543.0
55195.0,-34.0,17,440.0
55200.0,103.0,16,478.0
55205.0,-38.0,22,470.0
55210.0,8.0,23,552.0
55215.0,-82.0,28,666.0
55220.0,-114.0,25,722.0
55225.0,-56.0,33,765.0
55230.0,-43.0,20,731.0
55235.0,34.0,15,657.0
55240.0,74.0,10,628.0
55245.0,29.0,18,508.0
55250.0,120.0,22,569.0
55255.0,-61.0,29,684.0
55260.0,-115.0,29,824.0
55265.0,-140.0,26,881.0
55270.0,-57.0,16,817.0
55275.0,64.0,16,818.0
55280.0,-1.0,14,782.0
55285.0,36.0,20,772.0
55290.0,10.0,18,718.0
55295.0,54.0,19,664.0
55300.0,54.0,20,699.0
55305.0,-35.0,16,610.0
55310.0,89.0,22,549.0
55315.0,61.0,29,539.0
55320.0,10.0,27,527.0
55325.0,12.0,32,653.0
55330.0,-126.0,27,748.0
55335.0,-95.0,23,778.0
55340.0,-30.0,18,760.0
55345.0,18.0,23,826.0
55350.0,-66.0,23,773.0
55355.0,53.0,16,823.0
55360.0,-50.0,18,887.0
55365.0,-64.0,23,831.0
55370.0,56.0,18,676.0
55375.0,155.0,26,588.0
55380.0,88.0,24,641.0
55385.0,-53.0,23,622.0
55390.0,19.0,24,652.0
55395.0,-30.0,16,674.0
55400.0,-22.0,14,655.0
55405.0,19.0,19,541.0
55410.0,114.0,9,468.0
55415.0,73.0,14,517.0
55420.0,-49.0,20,604.0
55425.0,-87.0,24,646.0
55430.0,-42.0,24,608.0
55435.0,38.0,21,552.0
55440.0,56.0,14,527.0
55445.0,25.0,18,584.0
55450.0,-57.0,13,525.0
55455.0,59.0,12,393.0
55460.0,132.0,20,357.0
55465.0,36.0,27,467.0
55470.0,-110.0,18,527.0
55475.0,-60.0,11,518.0
55480.0,9.0,10,482.0
55485.0,36.0,12,492.0
55490.0,-10.0,9,357.0
55495.0,135.0,18,321.0
55500.0,36.0,17,387.0
55505.0,-66.0,16,433.0
55510.0,-46.0,23,525.0
55515.0,-92.0,19,562.0
55520.0,-37.0,20,575.0
55525.0,-13.0,23,480.0
55530.0,95.0,20,512.0
55535.0,-32.0,15,484.0
55540.0,28.0,9,378.0
55545.0,106.0,17,420.0
55550.0,-42.0,20,462.0
55555.0,-42.0,18,461.0
55560.0,1.0,15,450.0
55565.0,11.0,18,500.0
55570.0,-50.0,20,508.0
55575.0,-8.0,19,442.0
55580.0,66.0,22,452.0
55585.0,-10.0,31,563.0
55590.0,-111.0,20,518.0
55595.0,45.0,18,552.0
55600.0,-34.0,17,630.0
55605.0,-78.0,16,644.0
55610.0,-14.0,19,652.0
55615.0,-8.0,20,600.0
55620.0,52.0,13,529.0
55625.0,71.0,14,528.0
55630.0,1.0,14,495.0
55635.0,33.0,17,508.0
55640.0,-13.0,24,564.0
55645.0,-56.0,34,647.0
55650.0,-83.0,30,696.0
55655.0,-49.0,24,655.0
55660.0,41.0,15,629.0
55665.0,26.0,17,647.0
55670.0,-18.0,12,606.0
55675.0,41.0,21,571.0
55680.0,35.0,18,599.0
55685.0,-28.0,14,509.0
55690.0,90.0,20,492.0
55695.0,17.0,24,517.0
55700.0,-25.0,25,593.0
55705.0,-76.0,23,641.0
55710.0,-48.0,18,645.0
55715.0,-4.0,20,637.0
55720.0,8.0,26,709.0
55725.0,-72.0,20,744.0
55730.0,-35.0,22,746.0
55735.0,-2.0,30,835.0
55740.0,-89.0,26,912.0
55745.0,-77.0,23,897.0
55750.0,15.0,21,909.0
55755.0,-12.0,19,936.0
55760.0,-27.0,18,797.0
55765.0,139.0,27,631.0
55770.0,166.0,22,550.0
55775.0,81.0,20,419.0
55780.0,131.0,17,394.0
55785.0,25.0,16,395.0
55790.0,-1.0,16,396.0
55795.0,-1.0,18,441.0
55800.0,-45.0,13,412.0
55805.0,29.0,11,324.0
55810.0,88.0,13,325.0
55815.0,-1.0,16,400.0
55820.0,-75.0,13,445.0
55825.0,-45.0,14,441.0
55830.0,4.0,12,476.0
55835.0,-35.0,14,539.0
55840.0,-63.0,12,586.0
55845.0,-47.0,11,499.0
55850.0,87.0,10,381.0
55855.0,118.0,16,415.0
55860.0,-34.0,15,468.0
55865.0,-53.0,17,548.0
55870.0,-80.0,12,573.0
55875.0,-25.0,15,603.0
55880.0,-30.0,16,683.0
55885.0,-80.0,22,770.0
55890.0,-87.0,22,871.0
55895.0,-101.0,18,795.0
55900.0,76.0,15,655.0
55905.0,140.0,16,672.0
55910.0,-17.0,14,657.0
55915.0,15.0,16,580.0
55920.0,77.0,17,473.0
55925.0,107.0,22,385.0
55930.0,88.0,19,390.0
55935.0,-5.0,13,394.0
55940.0,-4.0,16,404.0
55945.0,-10.0,23,478.0
55950.0,-74.0,16,532.0
55955.0,-54.0,12,503.0
55960.0,29.0,11,412.0
55965.0,91.0,15,426.0
55970.0,-14.0,17,509.0
55975.0,-83.0,15,409.0
55980.0,100.0,14,435.0
55985.0,-26.0,15,377.0
55990.0,58.0,20,461.0
55995.0,-84.0,17,474.0
56000.0,-13.0,14,416.0
56005.0,58.0,16,354.0
56010.0,62.0,13,374.0
56015.0,-20.0,15,442.0
56020.0,-68.0,13,382.0
56025.0,60.0,14,358.0
56030.0,24.0,13,318.0
56035.0,40.0,23,364.0
56040.0,-46.0,16,380.0
56045.0,-16.0,13,405.0
56050.0,-25.0,15,402.0
56055.0,3.0,11,380.0
56060.0,22.0,12,348.0
56065.0,32.0,18,381.0
56070.0,-33.0,16,414.0
56075.0,-33.0,14,425.0
56080.0,-11.0,10,447.0
56085.0,-22.0,14,481.0
56090.0,-34.0,18,567.0
56095.0,-86.0,18,611.0
56100.0,-44.0,19,688.0
56105.0,-77.0,24,796.0
56110.0,-108.0,21,855.0
56115.0,-59.0,13,828.0
56120.0,27.0,14,792.0
56125.0,36.0,18,586.0
56130.0,206.0,14,593.0
56135.0,-7.0,19,627.0
56140.0,-34.0,23,725.0
56145.0,-98.0,20,593.0
56150.0,132.0,15,613.0
56155.0,-20.0,17,587.0
56160.0,26.0,15,649.0
56165.0,-62.0,15,651.0
56170.0,-2.0,24,726.0
56175.0,-75.0,22,779.0
56180.0,-53.0,19,767.0
56185.0,12.0,18,795.0
56190.0,-28.0,19,865.0
56195.0,-70.0,26,979.0
56200.0,-114.0,30,1123.0
56205.0,-144.0,26,1191.0
56210.0,-68.0,18,1161.0
56215.0,30.0,24,1118.0
56220.0,43.0,15,884.0
56225.0,234.0,12,900.0
56230.0,-16.0,18,920.0
56235.0,-20.0,18,750.0
56240.0,170.0,19,817.0
56245.0,-67.0,24,870.0
56250.0,-53.0,22,768.0
56255.0,102.0,22,740.0
56260.0,28.0,26,835.0
56265.0,-95.0,22,794.0
56270.0,41.0,28,807.0
56275.0,-13.0,28,784.0
56280.0,23.0,27,822.0
56285.0,-38.0,27,876.0
56290.0,-54.0,22,944.0
56295.0,-68.0,23,887.0
56300.0,57.0,25,768.0
56305.0,119.0,31,811.0
56310.0,-43.0,27,847.0
56315.0,-36.0,22,866.0
56320.0,-19.0,22,896.0
56325.0,-30.0,22,900.0
56330.0,-4.0,23,978.0
56335.0,-78.0,23,857.0
56340.0,121.0,23,665.0
56345.0,192.0,24,718.0
56350.0,-53.0,23,778.0
56355.0,-60.0,27,887.0
56360.0,-109.0,30,873.0
56365.0,14.0,34,790.0
56370.0,83.0,32,828.0
56375.0,-38.0,26,822.0
56380.0,6.0,24,784.0
56385.0,38.0,20,821.0
56390.0,-37.0,17,822.0
56395.0,-1.0,26,767.0
56400.0,55.0,17,608.0
56405.0,159.0,21,457.0
56410.0,151.0,18,504.0
56415.0,-47.0,20,509.0
56420.0,-5.0,19,521.0
56425.0,-12.0,22,578.0
56430.0,-57.0,23,650.0
56435.0,-72.0,19,631.0
56440.0,19.0,21,542.0
56445.0,89.0,17,530.0
56450.0,12.0,14,463.0
56455.0,67.0,16,498.0
56460.0,-35.0,14,512.0
56465.0,-14.0,15,398.0
56470.0,114.0,15,391.0
56475.0,7.0,16,358.0
56480.0,33.0,18,407.0
56485.0,-49.0,29,509.0
56490.0,-102.0,20,542.0
56495.0,-33.0,18,570.0
56500.0,-28.0,12,499.0
56505.0,71.0,14,476.0
56510.0,23.0,10,357.0
56515.0,119.0,19,254.0
56520.0,103.0,17,305.0
56525.0,-51.0,13,319.0
56530.0,-14.0,16,389.0
56535.0,-70.0,16,362.0
56540.0,27.0,26,471.0
56545.0,-109.0,25,555.0
56550.0,-84.0,17,550.0
56555.0,5.0,16,444.0
56560.0,106.0,23,508.0
56565.0,-64.0,23,563.0
56570.0,-55.0,15,543.0
56575.0,20.0,18,507.0
56580.0,36.0,15,498.0
56585.0,9.0,16,541.0
56590.0,-43.0,18,619.0
56595.0,-78.0,18,709.0
56600.0,-90.0,18,756.0
56605.0,-47.0,24,852.0
56610.0,-96.0,18,743.0
56615.0,109.0,16,511.0
56620.0,232.0,18,404.0
56625.0,107.0,14,428.0
56630.0,-24.0,14,446.0
56635.0,-18.0,19,498.0
56640.0,-52.0,15,447.0
56645.0,51.0,14,296.0
56650.0,151.0,16,199.0
56655.0,97.0,17,261.0
56660.0,-62.0,19,351.0
56665.0,-90.0,25,382.0
56670.0,-31.0,12,400.0
56675.0,-18.0,12,401.0
56680.0,-1.0,9,319.0
56685.0,82.0,14,325.0
56690.0,-6.0,14,375.0
56695.0,-50.0,18,447.0
56700.0,-72.0,18,533.0
56705.0,-86.0,19,580.0
56710.0,-47.0,15,511.0
56715.0,69.0,13,323.0
56720.0,188.0,15,377.0
56725.0,-54.0,17,401.0
56730.0,-24.0,18,379.0
56735.0,22.0,16,258.0
56740.0,121.0,16,264.0
56745.0,-6.0,17,293.0
56750.0,-29.0,12,304.0
56755.0,-11.0,16,263.0
56760.0,41.0,12,226.0
56765.0,37.0,13,282.0
56770.0,-56.0,14,319.0
56775.0,-37.0,10,281.0
56780.0,38.0,12,327.0
56785.0,-46.0,14,310.0
56790.0,17.0,15,266.0
56795.0,44.0,17,334.0
56800.0,-68.0,16,389.0
56805.0,-55.0,13,406.0
56810.0,-17.0,14,460.0
56815.0,-54.0,14,390.0
56820.0,70.0,8,371.0
56825.0,19.0,16,334.0
56830.0,37.0,18,408.0
56835.0,-74.0,13,453.0
56840.0,-45.0,10,361.0
56845.0,92.0,23,385.0
56850.0,-24.0,22,482.0
56855.0,-97.0,21,464.0
56860.0,18.0,19,489.0
56865.0,-25.0,18,480.0
56870.0,9.0,17,462.0
56875.0,18.0,21,517.0
56880.0,-55.0,21,618.0
56885.0,-101.0,23,731.0
56890.0,-113.0,17,671.0
56895.0,60.0,18,689.0
56900.0,-18.0,22,677.0
56905.0,12.0,23,645.0
56910.0,32.0,17,522.0
56915.0,123.0,21,440.0
56920.0,82.0,19,488.0
56925.0,-48.0,16,492.0
56930.0,-4.0,16,522.0
56935.0,-30.0,25,624.0
56940.0,-102.0,17,574.0
56945.0,50.0,13,576.0
56950.0,-2.0,17,565.0
56955.0,11.0,17,512.0
56960.0,53.0,16,393.0
56965.0,119.0,19,311.0
56970.0,82.0,21,364.0
56975.0,-53.0,20,410.0
56980.0,-46.0,16,402.0
56985.0,8.0,15,369.0
56990.0,33.0,18,370.0
56995.0,-1.0,24,372.0
