reward,step_time,total_stopped,total_wait_time
19.0,81200.0,1,4.0
-3.0,81205.0,3,14.0
-10.0,81210.0,2,7.0
7.0,81215.0,5,20.0
-13.0,81220.0,3,29.0
-9.0,81225.0,1,11.0
18.0,81230.0,2,9.0
2.0,81235.0,0,6.0
3.0,81240.0,3,13.0
-7.0,81245.0,2,19.0
-6.0,81250.0,3,18.0
1.0,81255.0,4,29.0
-11.0,81260.0,3,26.0
3.0,81265.0,6,31.0
-5.0,81270.0,3,37.0
-6.0,81275.0,2,15.0
22.0,81280.0,3,18.0
-3.0,81285.0,9,50.0
-32.0,81290.0,8,74.0
-24.0,81295.0,6,76.0
-2.0,81300.0,4,56.0
20.0,81305.0,2,46.0
10.0,81310.0,7,46.0
0.0,81315.0,8,63.0
-17.0,81320.0,2,38.0
25.0,81325.0,3,28.0
10.0,81330.0,4,38.0
-10.0,81335.0,2,22.0
16.0,81340.0,7,23.0
-1.0,81345.0,5,40.0
-17.0,81350.0,2,25.0
15.0,81355.0,2,10.0
15.0,81360.0,7,32.0
-22.0,81365.0,8,51.0
-19.0,81370.0,4,54.0
-3.0,81375.0,3,40.0
14.0,81380.0,4,41.0
-1.0,81385.0,2,22.0
19.0,81390.0,7,26.0
-4.0,81395.0,5,47.0
-21.0,81400.0,1,33.0
14.0,81405.0,3,28.0
5.0,81410.0,8,55.0
-27.0,81415.0,8,71.0
-16.0,81420.0,4,58.0
13.0,81425.0,2,45.0
13.0,81430.0,5,47.0
-2.0,81435.0,2,34.0
13.0,81440.0,7,31.0
3.0,81445.0,12,79.0
-48.0,81450.0,10,107.0
-28.0,81455.0,10,108.0
-1.0,81460.0,5,127.0
-19.0,81465.0,9,149.0
-22.0,81470.0,8,157.0
-8.0,81475.0,7,129.0
28.0,81480.0,7,158.0
-29.0,81485.0,12,206.0
-48.0,81490.0,9,214.0
-8.0,81495.0,9,182.0
32.0,81500.0,7,136.0
46.0,81505.0,4,142.0
-6.0,81510.0,6,143.0
-1.0,81515.0,7,147.0
-4.0,81520.0,4,117.0
30.0,81525.0,4,81.0
36.0,81530.0,1,42.0
39.0,81535.0,1,37.0
5.0,81540.0,6,57.0
-20.0,81545.0,6,66.0
-9.0,81550.0,3,50.0
16.0,81555.0,4,32.0
18.0,81560.0,2,24.0
8.0,81565.0,8,46.0
-22.0,81570.0,8,68.0
-22.0,81575.0,6,61.0
7.0,81580.0,6,62.0
-1.0,81585.0,1,54.0
8.0,81590.0,8,64.0
-10.0,81595.0,8,83.0
-19.0,81600.0,8,85.0
-2.0,81605.0,5,71.0
14.0,81610.0,2,62.0
9.0,81615.0,7,53.0
9.0,81620.0,6,62.0
-9.0,81625.0,2,45.0
17.0,81630.0,3,26.0
19.0,81635.0,3,31.0
-5.0,81640.0,1,11.0
20.0,81645.0,6,24.0
-13.0,81650.0,4,39.0
-15.0,81655.0,5,29.0
10.0,81660.0,2,25.0
4.0,81665.0,7,33.0
-8.0,81670.0,6,52.0
-19.0,81675.0,2,38.0
14.0,81680.0,4,28.0
10.0,81685.0,2,19.0
9.0,81690.0,8,36.0
-17.0,81695.0,8,61.0
-25.0,81700.0,4,57.0
4.0,81705.0,2,35.0
22.0,81710.0,4,36.0
-1.0,81715.0,2,35.0
1.0,81720.0,6,43.0
-8.0,81725.0,9,66.0
-23.0,81730.0,5,68.0
-2.0,81735.0,5,62.0
6.0,81740.0,1,50.0
12.0,81745.0,8,50.0
0.0,81750.0,10,75.0
-25.0,81755.0,6,79.0
-4.0,81760.0,5,69.0
10.0,81765.0,3,67.0
2.0,81770.0,8,67.0
0.0,81775.0,10,91.0
-24.0,81780.0,5,71.0
20.0,81785.0,2,52.0
19.0,81790.0,3,48.0
4.0,81795.0,1,12.0
36.0,81800.0,6,24.0
-12.0,81805.0,4,38.0
-14.0,81810.0,1,22.0
16.0,81815.0,3,16.0
6.0,81820.0,3,12.0
4.0,81825.0,7,31.0
-19.0,81830.0,3,43.0
-12.0,81835.0,1,21.0
22.0,81840.0,2,12.0
9.0,81845.0,2,8.0
4.0,81850.0,5,23.0
-15.0,81855.0,2,27.0
-4.0,81860.0,0,6.0
21.0,81865.0,1,3.0
3.0,81870.0,1,8.0
-5.0,81875.0,1,13.0
-5.0,81880.0,1,18.0
-5.0,81885.0,2,3.0
15.0,81890.0,7,25.0
-22.0,81895.0,5,39.0
-14.0,81900.0,2,26.0
13.0,81905.0,4,29.0
-3.0,81910.0,2,17.0
12.0,81915.0,8,27.0
-10.0,81920.0,4,45.0
-18.0,81925.0,2,27.0
18.0,81930.0,2,16.0
11.0,81935.0,2,23.0
-7.0,81940.0,0,0.0
23.0,81945.0,4,13.0
-13.0,81950.0,1,18.0
-5.0,81955.0,1,3.0
15.0,81960.0,3,12.0
-9.0,81965.0,1,13.0
-1.0,81970.0,4,20.0
-7.0,81975.0,3,24.0
-4.0,81980.0,6,33.0
-9.0,81985.0,4,41.0
-8.0,81990.0,4,26.0
15.0,81995.0,8,48.0
-22.0,82000.0,6,56.0
-8.0,82005.0,2,38.0
18.0,82010.0,3,22.0
16.0,82015.0,1,14.0
8.0,82020.0,8,28.0
-14.0,82025.0,8,55.0
-27.0,82030.0,2,49.0
6.0,82035.0,3,28.0
21.0,82040.0,4,29.0
-1.0,82045.0,1,18.0
11.0,82050.0,6,21.0
-3.0,82055.0,6,43.0
-22.0,82060.0,3,40.0
3.0,82065.0,5,41.0
-1.0,82070.0,1,29.0
12.0,82075.0,7,29.0
0.0,82080.0,6,52.0
-23.0,82085.0,1,35.0
17.0,82090.0,2,15.0
20.0,82095.0,5,27.0
-12.0,82100.0,1,19.0
8.0,82105.0,6,19.0
0.0,82110.0,4,37.0
-18.0,82115.0,1,22.0
15.0,82120.0,1,9.0
13.0,82125.0,1,1.0
8.0,82130.0,5,21.0
-20.0,82135.0,4,36.0
-15.0,82140.0,1,14.0
22.0,82145.0,2,11.0
3.0,82150.0,1,2.0
9.0,82155.0,4,13.0
-11.0,82160.0,1,16.0
-3.0,82165.0,1,2.0
14.0,82170.0,2,7.0
-5.0,82175.0,2,3.0
4.0,82180.0,6,25.0
-22.0,82185.0,3,34.0
-9.0,82190.0,0,8.0
26.0,82195.0,2,9.0
-1.0,82200.0,2,19.0
-10.0,82205.0,1,2.0
17.0,82210.0,6,20.0
-18.0,82215.0,3,31.0
-11.0,82220.0,2,19.0
12.0,82225.0,4,27.0
-8.0,82230.0,2,16.0
11.0,82235.0,5,20.0
-4.0,82240.0,3,25.0
-5.0,82245.0,3,22.0
3.0,82250.0,2,18.0
4.0,82255.0,7,36.0
-18.0,82260.0,3,42.0
-6.0,82265.0,1,18.0
24.0,82270.0,2,14.0
4.0,82275.0,2,6.0
8.0,82280.0,6,27.0
-21.0,82285.0,8,65.0
-38.0,82290.0,12,116.0
-51.0,82295.0,8,131.0
-15.0,82300.0,1,69.0
62.0,82305.0,0,21.0
48.0,82310.0,2,6.0
15.0,82315.0,1,1.0
5.0,82320.0,5,18.0
-17.0,82325.0,4,35.0
-17.0,82330.0,1,20.0
15.0,82335.0,2,11.0
9.0,82340.0,2,21.0
-10.0,82345.0,1,3.0
18.0,82350.0,1,6.0
-3.0,82355.0,0,3.0
3.0,82360.0,0,0.0
3.0,82365.0,1,3.0
-3.0,82370.0,1,1.0
2.0,82375.0,5,22.0
-21.0,82380.0,0,21.0
1.0,82385.0,0,0.0
21.0,82390.0,1,1.0
-1.0,82395.0,1,1.0
0.0,82400.0,5,19.0
-18.0,82405.0,5,36.0
-17.0,82410.0,0,17.0
19.0,82415.0,1,8.0
9.0,82420.0,2,11.0
-3.0,82425.0,3,8.0
3.0,82430.0,5,23.0
-15.0,82435.0,5,39.0
-16.0,82440.0,0,21.0
18.0,82445.0,1,2.0
19.0,82450.0,1,6.0
-4.0,82455.0,1,11.0
-5.0,82460.0,2,4.0
7.0,82465.0,4,23.0
-19.0,82470.0,2,27.0
-4.0,82475.0,3,14.0
13.0,82480.0,4,21.0
-7.0,82485.0,9,53.0
-32.0,82490.0,8,75.0
-22.0,82495.0,4,67.0
8.0,82500.0,3,44.0
23.0,82505.0,4,45.0
-1.0,82510.0,0,23.0
22.0,82515.0,6,19.0
4.0,82520.0,2,30.0
-11.0,82525.0,4,19.0
11.0,82530.0,2,19.0
0.0,82535.0,8,36.0
-17.0,82540.0,8,58.0
-22.0,82545.0,3,54.0
4.0,82550.0,3,34.0
20.0,82555.0,2,20.0
14.0,82560.0,7,37.0
-17.0,82565.0,4,47.0
-10.0,82570.0,1,18.0
29.0,82575.0,4,17.0
1.0,82580.0,2,19.0
-2.0,82585.0,6,27.0
-8.0,82590.0,3,36.0
-9.0,82595.0,0,12.0
24.0,82600.0,2,7.0
5.0,82605.0,4,23.0
-16.0,82610.0,1,14.0
9.0,82615.0,1,7.0
7.0,82620.0,1,3.0
4.0,82625.0,1,6.0
-3.0,82630.0,0,0.0
6.0,82635.0,1,4.0
-4.0,82640.0,1,4.0
0.0,82645.0,2,7.0
-3.0,82650.0,3,22.0
-15.0,82655.0,0,8.0
14.0,82660.0,1,2.0
6.0,82665.0,0,4.0
-2.0,82670.0,1,3.0
1.0,82675.0,1,8.0
-5.0,82680.0,3,20.0
-12.0,82685.0,1,10.0
10.0,82690.0,4,14.0
-4.0,82695.0,0,13.0
1.0,82700.0,3,12.0
1.0,82705.0,3,15.0
-3.0,82710.0,8,33.0
-18.0,82715.0,3,48.0
-15.0,82720.0,0,21.0
27.0,82725.0,3,9.0
12.0,82730.0,2,8.0
1.0,82735.0,4,19.0
-11.0,82740.0,1,21.0
-2.0,82745.0,1,7.0
14.0,82750.0,1,5.0
2.0,82755.0,7,29.0
-24.0,82760.0,5,46.0
-17.0,82765.0,2,34.0
12.0,82770.0,3,22.0
12.0,82775.0,4,34.0
-12.0,82780.0,1,16.0
18.0,82785.0,6,26.0
-10.0,82790.0,3,37.0
-11.0,82795.0,0,13.0
24.0,82800.0,1,6.0
7.0,82805.0,2,2.0
4.0,82810.0,6,24.0
-22.0,82815.0,4,38.0
-14.0,82820.0,0,17.0
21.0,82825.0,4,13.0
4.0,82830.0,1,21.0
-8.0,82835.0,7,26.0
-5.0,82840.0,6,46.0
-20.0,82845.0,2,31.0
15.0,82850.0,2,19.0
12.0,82855.0,1,13.0
6.0,82860.0,7,28.0
-15.0,82865.0,6,46.0
-18.0,82870.0,5,48.0
-2.0,82875.0,3,37.0
11.0,82880.0,2,31.0
6.0,82885.0,8,50.0
-19.0,82890.0,8,70.0
-20.0,82895.0,4,61.0
9.0,82900.0,2,43.0
18.0,82905.0,3,40.0
3.0,82910.0,1,24.0
16.0,82915.0,8,43.0
-19.0,82920.0,7,64.0
-21.0,82925.0,3,42.0
22.0,82930.0,3,45.0
-3.0,82935.0,8,72.0
-27.0,82940.0,8,84.0
-12.0,82945.0,3,51.0
33.0,82950.0,3,31.0
20.0,82955.0,2,22.0
9.0,82960.0,7,42.0
-20.0,82965.0,5,53.0
-11.0,82970.0,4,39.0
14.0,82975.0,2,27.0
12.0,82980.0,5,32.0
-5.0,82985.0,4,35.0
-3.0,82990.0,1,16.0
19.0,82995.0,3,16.0
0.0,83000.0,2,11.0
5.0,83005.0,5,22.0
-11.0,83010.0,1,23.0
-1.0,83015.0,3,10.0
13.0,83020.0,5,28.0
-18.0,83025.0,6,56.0
-28.0,83030.0,2,47.0
9.0,83035.0,4,19.0
28.0,83040.0,3,18.0
1.0,83045.0,2,15.0
3.0,83050.0,2,20.0
-5.0,83055.0,3,32.0
-12.0,83060.0,1,6.0
26.0,83065.0,3,9.0
-3.0,83070.0,2,14.0
-5.0,83075.0,0,3.0
11.0,83080.0,1,4.0
-1.0,83085.0,1,3.0
1.0,83090.0,3,12.0
-9.0,83095.0,6,37.0
-25.0,83100.0,4,42.0
-5.0,83105.0,1,21.0
21.0,83110.0,2,12.0
9.0,83115.0,2,5.0
7.0,83120.0,7,28.0
-23.0,83125.0,2,38.0
-10.0,83130.0,2,12.0
26.0,83135.0,2,13.0
-1.0,83140.0,0,6.0
7.0,83145.0,3,11.0
-5.0,83150.0,4,27.0
-16.0,83155.0,0,15.0
12.0,83160.0,0,0.0
15.0,83165.0,0,0.0
0.0,83170.0,4,12.0
-12.0,83175.0,2,20.0
-8.0,83180.0,2,6.0
14.0,83185.0,4,22.0
-16.0,83190.0,2,19.0
3.0,83195.0,6,25.0
-6.0,83200.0,5,43.0
-18.0,83205.0,1,30.0
13.0,83210.0,1,17.0
13.0,83215.0,2,24.0
-7.0,83220.0,3,38.0
-14.0,83225.0,0,7.0
31.0,83230.0,1,3.0
4.0,83235.0,0,2.0
1.0,83240.0,1,5.0
-3.0,83245.0,2,2.0
3.0,83250.0,5,17.0
-15.0,83255.0,4,26.0
-9.0,83260.0,2,14.0
12.0,83265.0,3,19.0
-5.0,83270.0,3,15.0
4.0,83275.0,5,23.0
-8.0,83280.0,2,30.0
-7.0,83285.0,2,16.0
14.0,83290.0,2,22.0
-6.0,83295.0,2,6.0
16.0,83300.0,5,23.0
-17.0,83305.0,3,28.0
-5.0,83310.0,3,18.0
10.0,83315.0,1,8.0
10.0,83320.0,6,19.0
-11.0,83325.0,10,58.0
-39.0,83330.0,7,77.0
-19.0,83335.0,2,51.0
26.0,83340.0,2,21.0
30.0,83345.0,1,14.0
7.0,83350.0,7,34.0
-20.0,83355.0,3,40.0
-6.0,83360.0,2,18.0
22.0,83365.0,3,14.0
4.0,83370.0,4,30.0
-16.0,83375.0,2,18.0
12.0,83380.0,5,27.0
-9.0,83385.0,3,31.0
-4.0,83390.0,2,16.0
15.0,83395.0,3,18.0
-2.0,83400.0,1,9.0
9.0,83405.0,5,20.0
-11.0,83410.0,0,20.0
0.0,83415.0,3,10.0
10.0,83420.0,2,9.0
1.0,83425.0,8,31.0
-22.0,83430.0,5,47.0
-16.0,83435.0,2,31.0
16.0,83440.0,2,18.0
13.0,83445.0,2,11.0
7.0,83450.0,5,29.0
-18.0,83455.0,1,26.0
3.0,83460.0,1,2.0
24.0,83465.0,2,11.0
-9.0,83470.0,2,2.0
9.0,83475.0,6,22.0
-20.0,83480.0,2,30.0
-8.0,83485.0,1,9.0
21.0,83490.0,2,9.0
0.0,83495.0,1,1.0
8.0,83500.0,3,14.0
-13.0,83505.0,2,13.0
1.0,83510.0,1,8.0
5.0,83515.0,1,11.0
-3.0,83520.0,0,0.0
11.0,83525.0,1,2.0
-2.0,83530.0,2,4.0
-2.0,83535.0,3,19.0
-15.0,83540.0,1,10.0
9.0,83545.0,2,8.0
2.0,83550.0,1,8.0
0.0,83555.0,2,10.0
-2.0,83560.0,2,3.0
7.0,83565.0,5,23.0
-20.0,83570.0,2,30.0
-7.0,83575.0,1,8.0
22.0,83580.0,2,7.0
1.0,83585.0,1,2.0
5.0,83590.0,6,22.0
-20.0,83595.0,3,37.0
-15.0,83600.0,0,15.0
22.0,83605.0,2,5.0
10.0,83610.0,3,9.0
-4.0,83615.0,5,25.0
-16.0,83620.0,7,53.0
-28.0,83625.0,4,59.0
-6.0,83630.0,0,20.0
39.0,83635.0,1,1.0
19.0,83640.0,3,4.0
-3.0,83645.0,8,30.0
-26.0,83650.0,8,58.0
-28.0,83655.0,5,59.0
-1.0,83660.0,5,49.0
10.0,83665.0,5,62.0
-13.0,83670.0,1,42.0
20.0,83675.0,6,26.0
16.0,83680.0,6,47.0
-21.0,83685.0,3,41.0
6.0,83690.0,1,31.0
10.0,83695.0,3,28.0
3.0,83700.0,2,15.0
13.0,83705.0,7,29.0
-14.0,83710.0,7,57.0
-28.0,83715.0,0,45.0
12.0,83720.0,1,17.0
28.0,83725.0,0,7.0
10.0,83730.0,6,23.0
-16.0,83735.0,10,68.0
-45.0,83740.0,9,97.0
-29.0,83745.0,4,81.0
16.0,83750.0,0,32.0
49.0,83755.0,2,35.0
-3.0,83760.0,7,59.0
-24.0,83765.0,7,70.0
-11.0,83770.0,3,49.0
21.0,83775.0,1,25.0
24.0,83780.0,1,16.0
9.0,83785.0,1,6.0
10.0,83790.0,6,26.0
-20.0,83795.0,2,29.0
-3.0,83800.0,1,8.0
21.0,83805.0,2,14.0
-6.0,83810.0,1,1.0
13.0,83815.0,6,20.0
-19.0,83820.0,8,57.0
-37.0,83825.0,8,83.0
-26.0,83830.0,2,62.0
21.0,83835.0,1,54.0
8.0,83840.0,8,80.0
-26.0,83845.0,7,92.0
-12.0,83850.0,8,64.0
28.0,83855.0,5,64.0
0.0,83860.0,1,54.0
10.0,83865.0,8,71.0
-17.0,83870.0,7,92.0
-21.0,83875.0,6,71.0
21.0,83880.0,3,55.0
16.0,83885.0,3,45.0
10.0,83890.0,1,24.0
21.0,83895.0,7,35.0
-11.0,83900.0,7,55.0
-20.0,83905.0,5,55.0
0.0,83910.0,5,47.0
8.0,83915.0,2,37.0
10.0,83920.0,7,52.0
-15.0,83925.0,7,73.0
-21.0,83930.0,4,62.0
11.0,83935.0,3,39.0
23.0,83940.0,2,31.0
8.0,83945.0,0,18.0
13.0,83950.0,6,24.0
-6.0,83955.0,6,43.0
-19.0,83960.0,5,49.0
-6.0,83965.0,2,50.0
-1.0,83970.0,8,67.0
-17.0,83975.0,7,85.0
-18.0,83980.0,5,77.0
8.0,83985.0,2,47.0
30.0,83990.0,0,27.0
20.0,83995.0,1,12.0
15.0,84000.0,3,13.0
-1.0,84005.0,8,45.0
-32.0,84010.0,7,66.0
-21.0,84015.0,2,52.0
14.0,84020.0,3,26.0
26.0,84025.0,2,31.0
-5.0,84030.0,8,45.0
-14.0,84035.0,8,68.0
-23.0,84040.0,3,58.0
10.0,84045.0,4,42.0
16.0,84050.0,3,36.0
6.0,84055.0,6,40.0
-4.0,84060.0,3,40.0
0.0,84065.0,3,26.0
14.0,84070.0,3,27.0
-1.0,84075.0,0,17.0
10.0,84080.0,6,25.0
-8.0,84085.0,8,54.0
-29.0,84090.0,7,68.0
-14.0,84095.0,4,61.0
7.0,84100.0,1,49.0
12.0,84105.0,7,51.0
-2.0,84110.0,8,74.0
-23.0,84115.0,9,72.0
2.0,84120.0,5,70.0
2.0,84125.0,7,84.0
-14.0,84130.0,3,70.0
14.0,84135.0,7,39.0
31.0,84140.0,8,62.0
-23.0,84145.0,7,61.0
1.0,84150.0,3,58.0
3.0,84155.0,4,44.0
14.0,84160.0,1,32.0
12.0,84165.0,7,41.0
-9.0,84170.0,6,59.0
-18.0,84175.0,2,42.0
17.0,84180.0,2,24.0
18.0,84185.0,2,28.0
-4.0,84190.0,2,2.0
26.0,84195.0,6,22.0
-20.0,84200.0,1,28.0
-6.0,84205.0,1,5.0
23.0,84210.0,1,6.0
-1.0,84215.0,1,1.0
5.0,84220.0,3,11.0
-10.0,84225.0,1,11.0
0.0,84230.0,0,1.0
10.0,84235.0,0,0.0
1.0,84240.0,1,2.0
-2.0,84245.0,3,11.0
-9.0,84250.0,1,10.0
1.0,84255.0,2,8.0
2.0,84260.0,4,22.0
-14.0,84265.0,0,14.0
8.0,84270.0,6,17.0
-3.0,84275.0,2,29.0
-12.0,84280.0,1,13.0
16.0,84285.0,2,12.0
1.0,84290.0,2,4.0
8.0,84295.0,9,33.0
-29.0,84300.0,6,55.0
-22.0,84305.0,1,42.0
13.0,84310.0,1,16.0
26.0,84315.0,2,18.0
-2.0,84320.0,1,5.0
13.0,84325.0,5,21.0
-16.0,84330.0,5,38.0
-17.0,84335.0,1,19.0
19.0,84340.0,3,20.0
-1.0,84345.0,2,10.0
10.0,84350.0,8,30.0
-20.0,84355.0,7,60.0
-30.0,84360.0,5,61.0
-1.0,84365.0,5,47.0
14.0,84370.0,2,47.0
0.0,84375.0,8,55.0
-8.0,84380.0,9,76.0
-21.0,84385.0,3,43.0
33.0,84390.0,1,29.0
14.0,84395.0,3,19.0
10.0,84400.0,2,10.0
9.0,84405.0,7,24.0
-14.0,84410.0,4,41.0
-17.0,84415.0,2,21.0
20.0,84420.0,2,17.0
4.0,84425.0,3,31.0
-14.0,84430.0,1,8.0
23.0,84435.0,5,16.0
-8.0,84440.0,4,28.0
-12.0,84445.0,2,18.0
10.0,84450.0,3,25.0
-7.0,84455.0,2,7.0
18.0,84460.0,6,21.0
-14.0,84465.0,1,26.0
-5.0,84470.0,1,8.0
18.0,84475.0,2,11.0
-3.0,84480.0,0,3.0
8.0,84485.0,5,16.0
-13.0,84490.0,1,21.0
-5.0,84495.0,1,6.0
15.0,84500.0,1,8.0
-2.0,84505.0,2,18.0
-10.0,84510.0,2,3.0
15.0,84515.0,4,21.0
-18.0,84520.0,2,25.0
-4.0,84525.0,2,13.0
12.0,84530.0,3,19.0
-6.0,84535.0,2,8.0
11.0,84540.0,5,22.0
-14.0,84545.0,2,30.0
-8.0,84550.0,2,14.0
16.0,84555.0,3,16.0
-2.0,84560.0,3,8.0
8.0,84565.0,9,32.0
-24.0,84570.0,6,55.0
-23.0,84575.0,1,36.0
19.0,84580.0,1,15.0
21.0,84585.0,3,19.0
-4.0,84590.0,2,10.0
9.0,84595.0,6,30.0
-20.0,84600.0,3,45.0
-15.0,84605.0,1,18.0
27.0,84610.0,2,15.0
3.0,84615.0,4,31.0
-16.0,84620.0,1,22.0
9.0,84625.0,3,16.0
6.0,84630.0,2,12.0
4.0,84635.0,2,13.0
-1.0,84640.0,1,3.0
10.0,84645.0,2,8.0
-5.0,84650.0,3,21.0
-13.0,84655.0,0,8.0
13.0,84660.0,3,8.0
0.0,84665.0,2,16.0
-8.0,84670.0,0,3.0
13.0,84675.0,0,0.0
3.0,84680.0,2,3.0
-3.0,84685.0,1,1.0
2.0,84690.0,6,19.0
-18.0,84695.0,2,29.0
-10.0,84700.0,1,11.0
18.0,84705.0,3,15.0
-4.0,84710.0,0,6.0
9.0,84715.0,4,6.0
0.0,84720.0,0,12.0
-6.0,84725.0,1,1.0
11.0,84730.0,1,6.0
-5.0,84735.0,2,2.0
4.0,84740.0,3,15.0
-13.0,84745.0,1,9.0
6.0,84750.0,1,3.0
6.0,84755.0,2,11.0
-8.0,84760.0,0,0.0
11.0,84765.0,2,6.0
-6.0,84770.0,0,7.0
-1.0,84775.0,1,5.0
2.0,84780.0,2,14.0
-9.0,84785.0,2,6.0
8.0,84790.0,5,19.0
-13.0,84795.0,1,22.0
-3.0,84800.0,1,7.0
15.0,84805.0,3,8.0
-1.0,84810.0,6,28.0
-20.0,84815.0,4,37.0
-9.0,84820.0,1,17.0
20.0,84825.0,2,9.0
8.0,84830.0,2,19.0
-10.0,84835.0,2,3.0
16.0,84840.0,4,18.0
-15.0,84845.0,1,19.0
-1.0,84850.0,0,3.0
16.0,84855.0,2,6.0
-3.0,84860.0,2,10.0
-4.0,84865.0,6,27.0
-17.0,84870.0,4,41.0
-14.0,84875.0,1,16.0
25.0,84880.0,1,6.0
10.0,84885.0,1,11.0
-5.0,84890.0,1,1.0
10.0,84895.0,6,21.0
-20.0,84900.0,2,27.0
-6.0,84905.0,0,3.0
24.0,84910.0,1,3.0
0.0,84915.0,1,2.0
1.0,84920.0,5,20.0
-18.0,84925.0,8,53.0
-33.0,84930.0,4,64.0
-11.0,84935.0,1,33.0
31.0,84940.0,1,9.0
24.0,84945.0,1,2.0
7.0,84950.0,7,26.0
-24.0,84955.0,4,41.0
-15.0,84960.0,0,23.0
18.0,84965.0,1,5.0
18.0,84970.0,2,8.0
-3.0,84975.0,2,18.0
-10.0,84980.0,2,6.0
12.0,84985.0,4,22.0
-16.0,84990.0,1,22.0
0.0,84995.0,3,15.0
7.0,85000.0,2,16.0
-1.0,85005.0,7,40.0
-24.0,85010.0,6,55.0
-15.0,85015.0,1,35.0
20.0,85020.0,1,11.0
24.0,85025.0,3,7.0
4.0,85030.0,7,34.0
-27.0,85035.0,8,56.0
-22.0,85040.0,2,42.0
14.0,85045.0,2,20.0
22.0,85050.0,3,11.0
9.0,85055.0,9,42.0
-31.0,85060.0,7,63.0
-21.0,85065.0,5,57.0
6.0,85070.0,4,42.0
15.0,85075.0,2,29.0
13.0,85080.0,8,41.0
-12.0,85085.0,9,65.0
-24.0,85090.0,3,56.0
9.0,85095.0,4,46.0
10.0,85100.0,6,57.0
-11.0,85105.0,4,54.0
3.0,85110.0,7,44.0
10.0,85115.0,4,56.0
-12.0,85120.0,1,27.0
29.0,85125.0,1,14.0
13.0,85130.0,0,0.0
14.0,85135.0,5,16.0
-16.0,85140.0,8,50.0
-34.0,85145.0,9,93.0
-43.0,85150.0,6,99.0
-6.0,85155.0,2,55.0
44.0,85160.0,2,16.0
39.0,85165.0,2,4.0
12.0,85170.0,9,33.0
-29.0,85175.0,7,56.0
-23.0,85180.0,1,35.0
21.0,85185.0,2,19.0
16.0,85190.0,2,8.0
11.0,85195.0,7,35.0
-27.0,85200.0,4,44.0
-9.0,85205.0,1,20.0
24.0,85210.0,1,11.0
9.0,85215.0,2,5.0
6.0,85220.0,7,29.0
-24.0,85225.0,3,42.0
-13.0,85230.0,0,17.0
25.0,85235.0,1,3.0
14.0,85240.0,2,4.0
-1.0,85245.0,6,23.0
-19.0,85250.0,1,29.0
-6.0,85255.0,1,5.0
24.0,85260.0,3,19.0
-14.0,85265.0,1,12.0
7.0,85270.0,4,18.0
-6.0,85275.0,1,17.0
1.0,85280.0,4,11.0
6.0,85285.0,2,16.0
-5.0,85290.0,9,38.0
-22.0,85295.0,7,63.0
-25.0,85300.0,0,47.0
16.0,85305.0,0,11.0
36.0,85310.0,1,3.0
8.0,85315.0,2,4.0
-1.0,85320.0,7,27.0
-23.0,85325.0,4,43.0
-16.0,85330.0,1,28.0
15.0,85335.0,2,17.0
11.0,85340.0,3,27.0
-10.0,85345.0,0,4.0
23.0,85350.0,6,18.0
-14.0,85355.0,3,32.0
-14.0,85360.0,3,17.0
15.0,85365.0,4,23.0
-6.0,85370.0,2,17.0
6.0,85375.0,7,27.0
-10.0,85380.0,6,46.0
-19.0,85385.0,1,32.0
14.0,85390.0,1,12.0
20.0,85395.0,1,14.0
-2.0,85400.0,1,1.0
13.0,85405.0,5,19.0
-18.0,85410.0,1,23.0
-4.0,85415.0,1,4.0
19.0,85420.0,2,4.0
0.0,85425.0,5,24.0
-20.0,85430.0,3,27.0
-3.0,85435.0,3,16.0
11.0,85440.0,3,16.0
0.0,85445.0,8,36.0
-20.0,85450.0,7,62.0
-26.0,85455.0,1,44.0
18.0,85460.0,1,14.0
30.0,85465.0,2,8.0
6.0,85470.0,7,32.0
-24.0,85475.0,4,41.0
-9.0,85480.0,0,16.0
25.0,85485.0,0,0.0
16.0,85490.0,1,5.0
-5.0,85495.0,0,0.0
5.0,85500.0,4,13.0
-13.0,85505.0,3,24.0
-11.0,85510.0,0,6.0
18.0,85515.0,2,10.0
-4.0,85520.0,8,39.0
-29.0,85525.0,9,64.0
-25.0,85530.0,4,48.0
16.0,85535.0,1,35.0
13.0,85540.0,1,27.0
8.0,85545.0,7,50.0
-23.0,85550.0,7,68.0
-18.0,85555.0,5,61.0
7.0,85560.0,3,47.0
14.0,85565.0,1,32.0
15.0,85570.0,5,47.0
-15.0,85575.0,5,59.0
-12.0,85580.0,3,41.0
18.0,85585.0,4,28.0
13.0,85590.0,1,24.0
4.0,85595.0,8,46.0
-22.0,85600.0,8,72.0
-26.0,85605.0,5,73.0
-1.0,85610.0,4,54.0
19.0,85615.0,3,50.0
4.0,85620.0,2,26.0
24.0,85625.0,7,41.0
-15.0,85630.0,7,64.0
-23.0,85635.0,5,63.0
1.0,85640.0,2,39.0
24.0,85645.0,3,35.0
4.0,85650.0,1,10.0
25.0,85655.0,6,28.0
-18.0,85660.0,5,47.0
-19.0,85665.0,2,35.0
12.0,85670.0,2,20.0
15.0,85675.0,2,26.0
-6.0,85680.0,2,7.0
19.0,85685.0,7,29.0
-22.0,85690.0,6,50.0
-21.0,85695.0,1,34.0
16.0,85700.0,2,19.0
15.0,85705.0,2,22.0
